15.748,384
16.151999999999994,385
19.208,386
22.881,387
24.824,388
25.705,389
25.123,390
25.568,391
24.142,392
21.871,393
18.011,394
15.467,395
15.880999999999998,396
17.294999999999998,397
19.288,398
21.84,399
25.305,400
25.519,401
25.307,402
25.298,403
24.013,404
21.887,405
19.116,406
15.204,407
15.149,408
15.954999999999998,409
20.268,410
21.085,411
24.006,412
25.076,413
25.417,414
25.232,415
23.601,416
22.045,417
17.935,418
15.329,419
16.441,420
16.869999999999994,421
18.947000000000006,422
21.911,423
24.073,424
26.095,425
26.002,426
25.074,427
24.994,428
21.672,429
18.756,430
16.127,431
16.098,432
17.518,433
19.793000000000006,434
22.982,435
24.538,436
25.751,437
25.613000000000003,438
25.067,439
23.841,440
21.806,441
18.755,442
15.255,443
14.467,444
16.865,445
19.776000000000003,446
21.353,447
23.885,448
25.431,449
25.114,450
25.19400000000001,451
24.086,452
21.727,453
18.816,454
16.238,455
15.258,456
17.707,457
19.088,458
22.227,459
24.351,460
25.837,461
24.776,462
24.841,463
23.229,464
21.35,465
18.207,466
16.152,467
16.354,468
17.954,469
19.796000000000006,470
21.955,471
24.742,472
25.738000000000003,473
26.518,474
25.977,475
24.169,476
21.828000000000003,477
18.339,478
15.183,479
14.67,480
15.343,481
18.291,482
21.358,483
24.529,484
26.187,485
25.1,486
25.72600000000001,487
24.256,488
21.332,489
17.907999999999994,490
15.535,491
15.337,492
16.426,493
20.615,494
23.347,495
24.842,496
26.493,497
25.611,498
26.262,499
24.834,500
21.836,501
18.449,502
15.14,503
16.185,504
16.951,505
19.947000000000006,506
22.474,507
24.957,508
26.097,509
25.298,510
25.681,511
24.224,512
22.289,513
19.107,514
16.619,515
15.299,516
17.361,517
19.421000000000006,518
21.986,519
24.113000000000003,520
26.225,521
25.304,522
25.274,523
24.99,524
